Sale_Price,No of Bedrooms,No of Bathrooms,No of Floors,Flat Area (in Sqft),Lot Area (in Sqft),Age of House (in Years),Area of the House from Basement (in Sqft),Basement Area (in Sqft),Latitude,Longitude,Living Area after Renovation (in Sqft),Lot Area after Renovation (in Sqft),No of Times Visited,Overall Grade,Year since Renovation,Waterfront_view_Yes,Ever_Renovated_Yes,House_conditions_Fair,House_conditions_Okay,Zipcode_Group_Zipcode_Group_1,Zipcode_Group_Zipcode_Group_2,Zipcode_Group_Zipcode_Group_3,Zipcode_Group_Zipcode_Group_4,Zipcode_Group_Zipcode_Group_5,Zipcode_Group_Zipcode_Group_6,Zipcode_Group_Zipcode_Group_7,Zipcode_Group_Zipcode_Group_8,Zipcode_Group_Zipcode_Group_9
490000,4,2.5,1,3480,12696,41,1980,1400,47.3816,-122.153,3480,14175,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1129743.75,4,3.625,1,3480,14850,67,1870,1400,47.6227,-122.216,3665,17561.25,4,9,3,0,1,1,0,0,0,0,0,0,0,0,1,0
750000,3,2.5,2,2960,19158.125,28,2960,0,47.4,-122.42,2350,17561.25,3,9,0,1,0,1,0,0,1,0,0,0,0,0,0,0
405000,4,2.5,2,2670,19158.125,16,2330,340,47.7735,-122.281,2440,15815,0,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0
209995,2,1,1,700,7303,65,700,0,47.4934,-122.166,960,6060,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
680000,4,2.5,2,2830,8399,20,2830,0,47.5851,-122.034,2520,6890,0,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0
355000,3,1.75,1,1120,7740,70,860,260,47.7107,-122.291,1240,7740,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0
280000,2,1,1,1310,6600,76,1310,0,47.4834,-122.332,1240,6600,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
385000,3,2.25,1,1710,11500,40,1210,500,47.7675,-122.267,1800,11500,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
505000,4,2.75,1,2200,9778,56,1100,1100,47.5472,-122.176,2140,11321,0,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0
429900,4,3.25,2,3310,8897,27,2380,930,47.2655,-122.31,2490,8638,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0
560000,4,2.5,2,2280,9874,29,2280,0,47.7099,-122.229,2670,9782,0,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0
231000,3,2,1,1640,4875,41,1040,600,47.3661,-122.094,1640,5200,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
135000,2,1,1,750,5217,75,750,0,47.5188,-122.353,760,4440,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
800000,4,3,1,3520,4895,64,1980,1400,47.6678,-122.361,1570,2153,0,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0
420000,3,2.5,2,2720,8622,16,2720,0,47.4954,-122.163,1950,8603,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0
360000,3,1,1,1660,9600,55,1660,0,47.708,-122.216,2020,9600,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
642000,4,2.5,2,2560,8780,26,2560,0,47.5717,-121.991,2780,8357,0,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0
379950,3,2,1,1080,5077,33,1080,0,47.6836,-122.095,1070,3471,0,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0
745000,3,1.75,1.5,2050,11041,59,2050,0,47.5968,-122.174,2530,11041,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0
630000,4,2,1.5,2670,3240,88,1780,890,47.5841,-122.294,1820,4000,0,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0
250000,3,2.5,2,1730,7200,33,1730,0,47.4029,-122.196,1770,7396,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
275000,3,1,1,990,9798,50,990,0,47.767,-122.164,1210,9870,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
435000,5.5,3,1,3560,4290,61,1780,1400,47.5282,-122.269,3040,6000,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
175000,2,1,1,700,8174,77,700,0,47.5136,-122.349,1250,8046,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0
560000,4,1.75,1.5,1880,3880,74,1090,790,47.6635,-122.362,1390,3880,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
325000,4,2.25,1,1870,9680,59,1170,700,47.7157,-122.234,2000,9790,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1129743.75,3,2.75,2,2500,5568,113,2500,0,47.6258,-122.312,2810,5568,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0
399950,3,2.5,2,2570,10431,29,2570,0,47.4188,-122.213,2590,10078,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0
752000,4,2.5,2,2940,10382,27,2940,0,47.5333,-122.151,2980,10547,0,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1129743.75,4,3.5,2,3930,19158.125,15,3740,0,47.7497,-122.121,2860,17561.25,0,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0
400000,4,1.5,1,2150,11026,66,2150,0,47.7635,-122.263,1760,10283,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
240000,3,2,1,1330,6000,118,630,700,47.5255,-122.327,1140,6000,0,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0
640000,5,2.5,2,3220,4759,15,3220,0,47.5957,-122.032,2550,4759,0,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0
564450,3,2.5,2,2710,6174,20,2710,0,47.512,-122.174,2730,7266,0,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0
300000,3,1.5,1,1630,19158.125,70,1630,0,47.4743,-122.026,1680,17561.25,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0
286000,3,2.5,2,1680,4226,15,1680,0,47.3684,-122.123,1800,5559,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0
531800,3,2.5,2,1930,5344,14,1930,0,47.6783,-122.032,2410,5080,0,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0
502000,4,2.25,1,2140,10943,41,1550,590,47.7271,-122.215,2350,9000,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
993500,4,2.25,2,4070,19158.125,50,3740,0,47.5563,-122.219,2820,10871,0,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0
450000,3,1,1,1350,10000,64,1350,0,47.5741,-122.133,1450,10000,0,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0
997950,4,3.5,2,4230,19158.125,10,3740,0,47.5352,-121.883,2610,5251,0,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0
526000,3,1,1.5,1320,5250,105,1320,0,47.5566,-122.378,1490,5250,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
335000,3,1.75,1,2100,8298,66,1230,870,47.4601,-122.36,1700,10830,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
187250,2,1,1,710,14700,92,710,0,47.4939,-122.318,1320,14700,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735000,3,2.25,1,2350,6000,70,1020,1330,47.6809,-122.305,1570,5000,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0
425000,3,1,1,1180,8400,67,1180,0,47.7028,-122.295,1740,7020,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
110000,3,1,1,1250,19158.125,73,1250,0,47.4235,-122.051,1820,17561.25,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
305000,3,2,1,1490,7697,24,1490,0,47.4852,-122.164,1540,7529,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
212000,3,1,1,1000,9450,56,1000,0,47.4562,-122.193,1300,13500,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1129743.75,5,3.625,1,4050,18827,39,2150,1400,47.5323,-122.237,3600,17561.25,2,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0
298950,5,2.25,1,2300,11505,55,1300,1000,47.3812,-122.223,2350,11505,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0
525000,3,1.75,1,1330,8136,41,1330,0,47.7001,-122.173,1330,8136,0,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0
707000,4,3.25,2,3200,7081,14,3200,0,47.5886,-121.989,3120,6094,0,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0
695000,3,2.75,2,2590,12063,25,2590,0,47.5527,-122.12,2850,8469,0,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0
796500,3,2.75,2,2590,12063,25,2590,0,47.5527,-122.12,2850,8469,0,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0
420000,4,2.5,1,2030,8100,45,1150,880,47.7404,-122.186,1770,8071,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
625000,5,2.5,1,2700,19158.125,63,1950,750,47.6078,-122.154,2550,17561.25,0,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0
620000,3,1.75,1,1670,9900,61,1670,0,47.595,-122.172,2410,8800,0,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1129743.75,5,2.75,1,3090,19158.125,65,3090,0,47.6232,-122.235,2970,17561.25,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,1
549950,5,2.5,2,2650,19158.125,34,2650,0,47.7726,-122.081,2560,17561.25,0,9,0,0,0,1,0,0,0,0,0,1,0,0,0,0
275000,4,2,1,1440,10920,75,1440,0,47.5049,-122.18,1500,11902,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0
705000,3,2.5,1,2820,7200,39,1780,1040,47.7691,-122.388,2300,7200,3,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0
197000,3,1.75,1,1690,7735,42,1060,630,47.3324,-122.28,1580,7503,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
265000,3,1.75,1,1420,8126,27,1420,0,47.3871,-122.189,1730,7954,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0
297000,4,1.75,1,1790,5341,67,1050,740,47.4663,-122.363,1540,6916,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
207500,3,1.75,1,1320,12528,48,1320,0,47.3234,-122.142,1340,11039,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
410000,3,2.5,3,1509,1418,4,1509,0,47.7047,-122.34,1509,1991,0,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0
268000,3,2,1,1610,8416,24,1610,0,47.397,-122.187,1600,8308,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
330000,4,1.75,1,1550,19158.125,51,1550,0,47.2194,-122.059,1720,17561.25,3,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
417500,3,1,1,1160,7491,101,1160,0,47.7024,-122.359,1800,2267,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0
760000,4,2.25,2,2500,8500,39,2500,0,47.5569,-122.151,2470,9100,0,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0
499000,3,2.5,3,1540,1326,23,1390,150,47.6457,-122.374,1680,1592,0,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0
620000,4,2.5,2,1910,7683,31,1910,0,47.5644,-122.092,1980,8485,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0
315000,3,2.5,2,2340,6837,26,2340,0,47.3608,-122.194,1850,6209,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
624950,3,2.5,2,2060,4730,24,2060,0,47.6874,-122.178,1980,5010,0,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0
525000,3,2.25,1,1960,12350,57,1960,0,47.5247,-122.052,1920,13608,0,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0
300000,2,1.5,2,1150,3927,36,1150,0,47.7248,-122.162,1400,3425,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
299900,4,2.75,1,2330,7200,41,1560,770,47.3203,-122.385,2350,7600,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0
299000,3,2.5,1,2210,10119,52,1450,760,47.3783,-122.22,2110,10119,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1129743.75,4,2.75,1,3260,19158.125,50,2170,1090,47.6245,-122.236,3480,17561.25,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1
265000,4,1.75,1,1900,10588,60,1900,0,47.289,-122.212,1530,10587,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280000,2,1.75,1.5,1610,19158.125,70,1610,0,47.5319,-121.84,1800,3572,0,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0
124740,3,1,1,1340,15600,40,1340,0,47.3224,-122.143,1320,9800,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1090000,3,2.75,1,3170,19158.125,61,3170,0,47.6611,-122.169,3665,17561.25,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1129743.75,5.5,3.5,2,4230,6480,59,3140,1300,47.631,-122.303,3665,8640,3,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0
219000,4,1,1.5,1370,5339,70,1370,0,47.5046,-122.3,1280,7048,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
569950,5,1,1.5,1420,6250,92,1420,0,47.5807,-122.389,1420,6250,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0
212500,2,2,1,1030,19158.125,80,1030,0,47.4905,-122.331,1790,9199,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
680000,3,2.25,1,1820,8316,58,1320,500,47.5849,-122.169,1780,8400,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1129743.75,4,1.5,2,2650,6900,109,2400,250,47.6275,-122.305,2420,6900,0,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0
300000,3,1,1,910,7700,47,910,0,47.7303,-122.238,1250,7700,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
629950,3,2.5,2,1680,1683,4,1120,560,47.6424,-122.374,1610,1249,0,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0
349900,2,1.75,1,1550,9230,49,970,580,47.4701,-121.8205,1550,10856,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0
690000,4,2.5,2,2780,6235,17,2780,0,47.5976,-122.039,2670,4410,0,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1129743.75,5,3.625,2,4070,11334,4,3740,0,47.6771,-122.187,2640,9401,0,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1129743.75,3,2.5,2,3240,12625,31,3240,0,47.5327,-122.232,3470,12331,0,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0
696000,4,3.5,2,3650,19158.125,22,2550,1100,47.4776,-121.8205,2860,17561.25,0,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0
650000,3,2.25,2,2180,19158.125,42,2180,0,47.6723,-122.082,2060,17561.25,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0
640000,3,3.5,2,2480,10800,20,2480,0,47.6083,-122.06,2380,11310,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0
499950,5,2.5,1,3180,19158.125,40,3180,0,47.3727,-122.054,2500,15778,0,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0
490000,4,2.5,2,3630,8387,21,3630,0,47.3623,-122.127,3370,8869,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0
685000,5,2.5,2,3160,5635,15,3160,0,47.5362,-122.067,3665,6087,0,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0
387500,4,1,2,1370,7140,76,1370,0,47.512,-122.376,1090,6300,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0
401750,2,1.5,2,1070,1236,13,1000,70,47.5619,-122.382,1170,1888,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0
254950,4,2,1,2180,8800,41,1170,1010,47.3676,-122.046,1630,8800,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0
500000,4,2.25,2,2420,19158.125,41,2420,0,47.4663,-122.006,2410,17561.25,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0
856500,4,2.5,2,3290,8147,15,3290,0,47.7048,-122.107,3290,7467,0,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0
552000,3,1,1,1430,5000,99,1080,350,47.6724,-122.296,1630,4600,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0
506500,4,2.5,1,1890,7200,40,1500,390,47.7278,-122.218,2070,7200,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
500000,3,2.25,2,1760,4539,30,1760,0,47.5754,-122.013,1960,4808,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0
280000,4,2.75,1,2230,10160,50,1400,830,47.5123,-122.32,1740,10080,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
308000,3,1.75,1,1630,11475,39,1330,300,47.4635,-121.8205,1630,11475,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
613500,3,2.5,2,2350,7035,29,2350,0,47.5713,-122.02,2270,7192,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0
255000,3,1.75,1,1550,9720,42,1050,500,47.3433,-122.037,1550,9750,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
545000,3,2.5,2,3550,19158.125,41,3550,0,47.6223,-121.869,3080,17561.25,0,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0
620000,4,2.5,1,2720,19158.125,52,1360,1360,47.5832,-122.02,1920,17561.25,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0
450000,3,1.75,1.5,1740,6800,69,1740,0,47.5314,-122.373,990,6800,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
279000,4,1.75,1,1840,7275,42,1090,750,47.4002,-122.189,1840,7275,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
625000,3,2.5,2,2010,3200,9,2010,0,47.5463,-122.015,2250,3200,0,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0
274950,3,1.75,1,1670,7415,31,1320,350,47.3776,-122.116,1650,8585,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
423000,3,1.75,1,1820,6038,66,1040,780,47.5233,-122.378,1700,6040,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
350000,2,1,1,720,5820,68,720,0,47.7598,-122.255,952,5820,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
305000,4,1.75,1,2370,10140,50,1460,910,47.3352,-122.278,1450,7800,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
368000,3,1.75,1,2120,11340,52,1060,1060,47.4109,-122.329,1830,8650,3,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
232000,3,1.75,1,1290,6604,34,1290,0,47.323,-122.349,1440,6682,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
250000,4,3,2,1800,2500,18,1800,0,47.5333,-122.294,1830,6900,0,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0
220000,3,1.75,1,1230,8917,52,1230,0,47.4528,-122.172,1420,7938,0,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0
435000,3,2,1,1380,2500,32,750,630,47.6753,-122.363,1630,3800,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
350000,2,1,1,740,7680,96,740,0,47.5245,-122.371,1080,7680,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0
206325,5,2.5,1.5,1720,10202,48,1720,0,47.4572,-122.167,1720,8478,0,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0
339000,5,2.5,1.5,1720,10202,48,1720,0,47.4572,-122.167,1720,8478,0,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0
399000,4,2.5,1,2100,7355,49,2100,0,47.5078,-122.161,1750,7200,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
529000,2,1,1,1210,7667,68,900,310,47.6571,-122.396,1330,6462,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0
640000,4,2.5,2,2210,7722,19,2210,0,47.5992,-122.019,2970,8683,0,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0
735000,4,2.5,3,2470,2550,14,2470,0,47.6765,-122.389,1270,3060,0,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0
378000,5,2.5,1,2760,8015,58,1600,1160,47.7255,-122.297,460,17561.25,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0
775000,3,2,1.5,2540,7200,113,1600,940,47.5972,-122.292,2040,5900,3,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1129743.75,3,3.625,2.5,4230,7800,64,3740,980,47.6288,-122.282,3665,7800,2,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1129743.75,4,3.625,3,3420,7440,4,3420,0,47.6875,-122.33,1360,5580,0,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0
380000,4,2.5,1,2270,11500,51,1540,730,47.7089,-122.241,2020,10918,0,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0
624900,4,2.5,1,2270,11500,51,1540,730,47.7089,-122.241,2020,10918,0,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0
379770,3,2.5,2,1470,1779,13,1160,310,47.5472,-121.998,1470,1576,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0
340000,3,1.75,1,1280,16200,42,1030,250,47.7427,-122.071,1160,10565,0,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0
515500,4,2.75,2,2830,8126,13,2830,0,47.4863,-122.14,2830,7916,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0
600000,4,2.25,1.5,1970,7125,110,1500,470,47.6725,-122.293,1980,4750,0,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0
400000,1.5,1,1,1390,19158.125,58,1390,0,47.7652,-121.903,1620,17561.25,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0
364000,4,1,1.5,1020,11383,71,1020,0,47.7429,-122.321,1290,11213,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
440000,4,2.5,2,2250,7526,29,2250,0,47.5123,-122.15,1980,7526,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0
285000,2,1,1,800,6240,64,800,0,47.7257,-122.296,1530,8000,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0
669000,3,1,1.5,1560,4500,103,1560,0,47.6204,-122.292,1530,4500,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0
475000,4,2,1,2100,13468,56,1050,1050,47.7139,-122.292,1470,8675,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
747000,2,1,1,990,4000,107,990,0,47.6589,-122.341,1560,4000,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
317000,3,1.5,1,1060,5750,37,1060,0,47.5532,-122.372,1060,5750,0,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0
390000,2,1,1,1270,8164,77,1270,0,47.7116,-122.311,1580,9095,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1070000,4,2.5,2,2740,5000,6,2740,0,47.674,-122.371,1660,5000,0,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1129743.75,4,2.75,1,2470,5500,58,1570,900,47.6586,-122.358,1620,5500,3,9,12,0,1,1,0,0,0,1,0,0,0,0,0,0
580000,3,1.75,1,1970,5100,110,1130,840,47.6831,-122.379,1250,4080,0,7,51,0,1,1,0,0,0,1,0,0,0,0,0,0
518000,4,2.5,1,2070,10244,49,1370,700,47.5592,-122.178,2070,9683,0,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0
147500,3,1.75,1,1010,6552,49,1010,0,47.375,-122.117,1010,6552,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
555000,4,2.25,1,2220,8125,53,1450,770,47.5429,-122.177,1980,8700,0,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0
427500,2,2,3,1090,934,10,1090,0,47.6341,-122.342,1090,1376,0,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1129743.75,3,2.5,1.5,4230,19158.125,36,2510,1400,47.7624,-122.38,3665,17561.25,4,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0
265950,3,2.5,2,1490,3840,16,1490,0,47.374,-122.133,2060,4384,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
247500,2,1,1,700,6046,68,700,0,47.7172,-122.34,990,6790,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0
244000,4,1,1,1450,8960,75,1450,0,47.4972,-122.348,1160,7680,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0
578550,3,2.5,2,2120,6602,29,2120,0,47.5669,-122.012,2330,7795,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0
451000,4,2.5,2,1670,3315,13,1670,0,47.5532,-121.998,1650,2051,0,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0
489000,2,1.75,2,1810,4220,14,1810,0,47.7177,-122.034,1350,4479,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0
190000,2,1,1,710,19158.125,103,710,0,47.6888,-121.909,1680,16730,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0
475000,3,3,1,2540,18900,40,1580,960,47.754,-122.144,2270,16000,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
485000,3,2,1.5,1420,4080,113,1420,0,47.6872,-122.349,1420,4590,0,7,4,0,1,1,0,0,0,1,0,0,0,0,0,0
530000,3,2.75,2,2440,19158.125,31,1840,600,47.5453,-121.957,2440,17561.25,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0
379000,4,2.5,2,2570,10155,24,2570,0,47.3842,-122.17,2770,10155,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1129743.75,5,2.5,2,3090,16583,54,3090,0,47.6458,-122.218,3665,17561.25,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0
739000,3,1.75,1.5,2050,5160,92,1300,750,47.6374,-122.304,2220,5960,0,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0
189950,3,1,1,920,6460,49,920,0,47.3665,-122.082,920,4770,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637500,4,3,2,2320,4468,19,2160,160,47.546,-122.009,2330,3541,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1129743.75,3,3,1,3450,16740,69,1960,1400,47.7067,-122.38,3220,12528,4,9,23,0,1,1,0,0,0,0,1,0,0,0,0,0
209950,3,1,1,1660,8800,55,960,700,47.3212,-122.352,1370,10112,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
460000,3,1,1,1130,7000,74,830,300,47.7132,-122.283,1050,7000,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0
543500,4,2.5,2,2550,5835,20,2550,0,47.5373,-121.87,2420,5817,0,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0
376000,4,2.75,2,2420,5773,13,2420,0,47.3772,-122.029,2420,6200,0,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0
430000,3,2.25,2,1470,1703,13,1470,0,47.5478,-121.999,1380,1107,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0
515000,4,2.5,1,2030,19158.125,65,1530,500,47.4413,-122.345,2400,14605,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
580000,5.5,2.75,1.5,2310,2400,103,2310,0,47.6775,-122.39,1340,3825,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0
600000,5,3.5,2,3370,16846,20,2650,720,47.5584,-122.089,3330,13000,1,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0
476800,3,1.75,1.5,1900,19158.125,99,1900,0,47.7265,-122.136,2070,17561.25,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0
